,ID,Tweet,Affect Dimension,Intensity Class,tweet_desc
480,2017-En-11466,"She's foaming at the lips the one between her hips @realobietrice, one of many great lyrics",valence,1: slightly positive emotional state can be inferred,foam lip one hip one many great lyric
481,2017-En-11515,the Bushes were good with the forces of resentment when it made them money and gave them power. Now that it doesn't they've changed tunes.,valence,0: neutral or mixed emotional state can be inferred,bush good force resentment make money give power doesnot theyhave change tune
482,2017-En-30335,@INCIndia Oh please! INC talking about looting! I'm not saying #BJP is pure but this is such a #hilarious #irony! @BJP4India is def better!,valence,1: slightly positive emotional state can be inferred,oh please inc talk loot iam not say pure def better
483,2017-En-21800,"#Pakistan is ‘terrorist state’, carries out #war crimes: #India to @UN.\n #UNGA  #UN",valence,-1: slightly negative emotional state can be inferred,terrorist state carry crime n
484,2017-En-31106,"Not by wrath does one kill, but by laughter.  Friedrich Nietzsche #friedrichnietzsche",valence,0: neutral or mixed emotional state can be inferred,not wrath one kill laughter friedrich nietzsche
485,2017-En-40204,"If Payet goes either in Jan or @ the seasons end, can't say I blame him. The boy must b so disheartened by what he's seeing at the mo.",valence,-3: very negative emotional state can be inferred,payet go either jan season end cannot say blame boy must b dishearten see mo
486,2017-En-31126,The jovial laughter that Trump and his lackeys showed when Don King used the N word was a truly bizarre sight,valence,-2: moderately negative emotional state can be inferred,jovial laughter trump lackey show king use n word truly bizarre sight
487,2017-En-31369,Reflection: the grind has been so REAL! Working 2 jobs &amp; being in school. #ksudsm #ksu #recruiter #instructor #tumble #cheer #gradschool,valence,2: moderately positive emotional state can be inferred,reflection grind real work job amp school
488,2017-En-10259,@saclivin @MrsCagg specific &amp; intentional way. And part of that intention is to provoke conversation around systemic racism towards blacks.,valence,-2: moderately negative emotional state can be inferred,specific amp intentional way part intention provoke conversation around systemic racism towards black
489,2017-En-40592,And with rich Fumes his sullen sences cheer'd.,valence,0: neutral or mixed emotional state can be inferred,rich fume sullen sences cheerwould
490,2017-En-20592,@Rocks_n_Ropes Can't believe how rude your cashier was today when I was returning an item!  Your customer service is slacking. ,valence,-3: very negative emotional state can be inferred,cannot believe rude cashier today return item customer service slack
491,2017-En-10442,"@a_mxe7 hah don't speak to me or my cousin like that, mind a had the displeasure of seeing u bare faced on eh train, no a pretty sight mate",valence,-2: moderately negative emotional state can be inferred,hah donot speak cousin like mind displeasure see u bare face eh train no pretty sight mate
492,2017-En-10431,@JohnKerry can be as indignant as he wants but the world knows Obama will do nothing and Putin will just do what he wants #Aleppo #Syria,valence,-1: slightly negative emotional state can be inferred,indignant want world know obama nothing putin want
493,2017-En-31246,@AlohaJonathan @AtlantaFX all I've seen is that clip of the jail scene with the sexuality part which was hilarious,valence,1: slightly positive emotional state can be inferred,ihave see clip jail scene sexuality part hilarious
494,2017-En-41388,Clean the #sink and make your #bathroom shine.,valence,0: neutral or mixed emotional state can be inferred,clean make shine
495,2017-En-30981,Take my kindness for weakness when you acting silly keeping it 100 ain't your forté #breezy #ChrisBrown #TeamBreezy,valence,0: neutral or mixed emotional state can be inferred,take kindness weakness act silly keep ainot forte
496,2017-En-10839,"Grateful for all the hungry people in my life! Hungry to learn, change, grow, help, etc - not sure anybody has it better! #relentless",valence,3: very positive emotional state can be inferred,grateful hungry people life hungry learn change grow help etc not sure anybody better
497,2017-En-11529,Now that the n word is normalized by the media? Just wow. No words for this . No. Words. For . This. Frog been boiling in the pot via media.,valence,-2: moderately negative emotional state can be inferred,n word normalize medium wow no word no word frog boil pot via medium
498,2017-En-31437,"@SowerAsh007 Great to hear. If there's one thing that makes you feel more like yourself, it;s some hearty chicken noodle soup, right?",valence,0: neutral or mixed emotional state can be inferred,great hear one thing make feel like hearty chicken noodle soup right
499,2017-En-30004,"I feel so blessed to work with the family that I nanny for ❤️ nothing but love &amp; appreciation, makes me smile.",valence,3: very positive emotional state can be inferred,feel bless work family nanny nothing love amp appreciation make smile
500,2017-En-30477,"@chenaidavid easy, breezy, beautiful rasta mon",valence,0: neutral or mixed emotional state can be inferred,easy breezy beautiful rasta mon
501,2017-En-31508,Pre-game nerves have settled in 😱 i'l be #cheering from home guys 🔴⚪️🙌🏻🏉 #AFLCatsSwans #ProudlySydney #goswans @sydneyswans @SwansSupport,valence,3: very positive emotional state can be inferred,pre game nerve settle l home guy
502,2017-En-41402,Never let the sadness of your past ruin your future,valence,0: neutral or mixed emotional state can be inferred,never let sadness past ruin future
503,2017-En-30604,don't put famous dex in a tweet with breezy lol chris is that guy dex a bitch lmao n music ass,valence,0: neutral or mixed emotional state can be inferred,donot put famous dex tweet breezy lol chris guy dex bitch lmao n music
504,2017-En-30948,Love this! Laughing while crying works too! #katherinemansfield #failure  #dealingwithfailure,valence,0: neutral or mixed emotional state can be inferred,love laugh cry work
505,2017-En-31052,"Every time I hear @jtkantor's organ kick in on the new @sayswhopodcast, I break into the goofiest smile.",valence,2: moderately positive emotional state can be inferred,every time hear organ kick new break goofiest smile
506,2017-En-21557,Have the producers of @soverybritish ever been outside of their country? These are universal problems. #worldwide #anxiety,valence,-2: moderately negative emotional state can be inferred,producer ever outside country universal problem
507,2017-En-20037,@officialShaky 'Operation Echoes' is gathering momentum ... #tense #nervous #feelsick #excited,valence,0: neutral or mixed emotional state can be inferred,operation echo gather momentum
508,2017-En-40248,if you're unhappy with someone just fucking tell them you're unhappy and leave. Don't go fuckin around with other people on the side,valence,-3: very negative emotional state can be inferred,youare unhappy someone fuck tell youare unhappy leave donot go fuckin around people side
509,2017-En-20933,@eugenelaverty @WorldSBK all the best Moto GP is loosing a very talented rider ,valence,-2: moderately negative emotional state can be inferred,best moto gp loose talented rider
510,2017-En-30521,@delon03 can you at least just walk past her and break out into laughter,valence,0: neutral or mixed emotional state can be inferred,least walk past break laughter
511,2017-En-30703,@TheBarmyArmy all the optimism...,valence,0: neutral or mixed emotional state can be inferred,optimism
512,2017-En-30832,"This tweet is dedicated to my back pain, which I do not understand because I am youthful and spry. Full of life. Vivacious.",valence,-2: moderately negative emotional state can be inferred,tweet dedicate back pain not understand youthful spry full life vivacious
513,2017-En-20857,"@ltsukis im love you, even if you bully me sadly",valence,-1: slightly negative emotional state can be inferred,im love even bully sadly
514,2017-En-30893,Tutoring gives me such an exhilarating feeling. I love helping people 😌,valence,3: very positive emotional state can be inferred,tutor give exhilarate feeling love help people
515,2017-En-30570,"every time a new Anthony Weiner revelation breaks, Bill Clinton says a prayer of thanks that texting/DMing didn't exist in his heyday.",valence,-1: slightly negative emotional state can be inferred,every time new anthony weiner revelation break bill clinton say prayer thanks texting dming didnot exist heyday
